OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Delivered,CompanyName,City,Country,FirstName,LastName
10631,LAMAI,8,1997-08-14,1997-09-11,1997-08-15,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,True,La maison d'Asie,Toulouse,France,Laura,Callahan
10632,WANDK,8,1997-08-14,1997-09-11,1997-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,True,Die Wandernde Kuh,Stuttgart,Germany,Laura,Callahan
10633,ERNSH,7,1997-08-15,1997-09-12,1997-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Robert,King
10634,FOLIG,4,1997-08-15,1997-09-12,1997-08-21,3,487.38,Folies gourmandes,"184, chauss e de Tournai",Lille,,59000,France,True,Folies gourmandes,Lille,France,Margaret,Peacock
10635,MAGAA,8,1997-08-18,1997-09-15,1997-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,True,Magazzini Alimentari Riuniti,Bergamo,Italy,Laura,Callahan
10636,WARTH,4,1997-08-19,1997-09-16,1997-08-26,1,1.15,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Margaret,Peacock
10637,QUEEN,6,1997-08-19,1997-09-16,1997-08-26,1,201.29,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Michael,Suyama
10638,LINOD,3,1997-08-20,1997-09-17,1997-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Janet,Leverling
10639,SANTG,7,1997-08-20,1997-09-17,1997-08-27,3,38.64,Sant  Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,True,Sant  Gourmet,Stavern,Norway,Robert,King
10640,WANDK,4,1997-08-21,1997-09-18,1997-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,True,Die Wandernde Kuh,Stuttgart,Germany,Margaret,Peacock
10641,HILAA,4,1997-08-22,1997-09-19,1997-08-26,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Margaret,Peacock
10642,SIMOB,7,1997-08-22,1997-09-19,1997-09-05,3,41.89,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,True,Simons bistro,Kobenhavn,Denmark,Robert,King
10643,ALFKI,6,1997-08-25,1997-09-22,1997-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,,12209,Germany,True,Alfreds Futterkiste,Berlin,Germany,Michael,Suyama
10644,WELLI,3,1997-08-25,1997-09-22,1997-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,True,Wellington Importadora,Resende,Brazil,Janet,Leverling
10645,HANAR,4,1997-08-26,1997-09-23,1997-09-02,1,12.41,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,True,Hanari Carnes,Rio de Janeiro,Brazil,Margaret,Peacock
10646,HUNGO,9,1997-08-27,1997-10-08,1997-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Anne,Dodsworth
10647,QUEDE,4,1997-08-27,1997-09-10,1997-09-03,2,45.54,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,True,Que Del cia,Rio de Janeiro,Brazil,Margaret,Peacock
10648,RICAR,5,1997-08-28,1997-10-09,1997-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,True,Ricardo Adocicados,Rio de Janeiro,Brazil,Steven,Buchanan
10649,MAISD,5,1997-08-28,1997-09-25,1997-08-29,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,True,Maison Dewey,Bruxelles,Belgium,Steven,Buchanan
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3,176.81,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,True,Familia Arquibaldo,Sao Paulo,Brazil,Steven,Buchanan
10651,WANDK,8,1997-09-01,1997-09-29,1997-09-11,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,True,Die Wandernde Kuh,Stuttgart,Germany,Laura,Callahan
10652,GOURL,4,1997-09-01,1997-09-29,1997-09-08,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,True,Gourmet Lanchonetes,Campinas,Brazil,Margaret,Peacock
10653,FRANK,1,1997-09-02,1997-09-30,1997-09-19,1,93.25,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Nancy,Davolio
10654,BERGS,5,1997-09-02,1997-09-30,1997-09-11,1,55.26,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Steven,Buchanan
10655,REGGC,1,1997-09-03,1997-10-01,1997-09-11,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,True,Reggiani Caseifici,Reggio Emilia,Italy,Nancy,Davolio
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,True,Great Lakes Food Market,Eugene,USA,Michael,Suyama
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Andrew,Fuller
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1,364.15,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Margaret,Peacock
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2,105.81,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Robert,King
10660,HUNGC,8,1997-09-08,1997-10-06,1997-10-15,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,True,Hungry Coyote Import Store,Elgin,USA,Laura,Callahan
10661,HUNGO,7,1997-09-09,1997-10-07,1997-09-15,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Robert,King
10662,LONEP,3,1997-09-09,1997-10-07,1997-09-18,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,True,Lonesome Pine Restaurant,Portland,USA,Janet,Leverling
10663,BONAP,2,1997-09-10,1997-09-24,1997-10-03,2,113.15,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Andrew,Fuller
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,True,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Nancy,Davolio
10665,LONEP,1,1997-09-11,1997-10-09,1997-09-17,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,True,Lonesome Pine Restaurant,Portland,USA,Nancy,Davolio
10666,RICSU,7,1997-09-12,1997-10-10,1997-09-22,2,232.42,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,True,Richter Supermarkt,Gen ve,Switzerland,Robert,King
10667,ERNSH,7,1997-09-12,1997-10-10,1997-09-19,1,78.09,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Robert,King
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,True,Die Wandernde Kuh,Stuttgart,Germany,Nancy,Davolio
10669,SIMOB,2,1997-09-15,1997-10-13,1997-09-22,1,24.39,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,True,Simons bistro,Kobenhavn,Denmark,Andrew,Fuller
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1,203.48,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Margaret,Peacock
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1,30.34,France restauration,"54, rue Royale",Nantes,,44000,France,True,France restauration,Nantes,France,Nancy,Davolio
10672,BERGS,9,1997-09-17,1997-10-01,1997-09-26,2,95.75,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Anne,Dodsworth
10673,WILMK,2,1997-09-18,1997-10-16,1997-09-19,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,True,Wilman Kala,Helsinki,Finland,Andrew,Fuller
10674,ISLAT,4,1997-09-18,1997-10-16,1997-09-30,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,True,Island Trading,Cowes,UK,Margaret,Peacock
10675,FRANK,5,1997-09-19,1997-10-17,1997-09-23,2,31.85,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Steven,Buchanan
10676,TORTU,2,1997-09-22,1997-10-20,1997-09-29,2,2.01,Tortuga Restaurante,Avda. Azteca 123,M xico D.F.,,05033,Mexico,True,Tortuga Restaurante,M xico D.F.,Mexico,Andrew,Fuller
10677,ANTON,1,1997-09-22,1997-10-20,1997-09-26,3,4.03,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,True,Antonio Moreno Taquer a,M xico D.F.,Mexico,Nancy,Davolio
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Robert,King
10679,BLONP,8,1997-09-23,1997-10-21,1997-09-30,3,27.94,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,True,Blondesddsl p re et fils,Strasbourg,France,Laura,Callahan
10680,OLDWO,1,1997-09-24,1997-10-22,1997-09-26,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,True,Old World Delicatessen,Anchorage,USA,Nancy,Davolio
10681,GREAL,3,1997-09-25,1997-10-23,1997-09-30,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,True,Great Lakes Food Market,Eugene,USA,Janet,Leverling
10682,ANTON,3,1997-09-25,1997-10-23,1997-10-01,2,36.13,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,True,Antonio Moreno Taquer a,M xico D.F.,Mexico,Janet,Leverling
10683,DUMON,2,1997-09-26,1997-10-24,1997-10-01,1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,True,Du monde entier,Nantes,France,Andrew,Fuller
10684,OTTIK,3,1997-09-26,1997-10-24,1997-09-30,1,145.63,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,True,Ottilies K seladen,K ln,Germany,Janet,Leverling
10685,GOURL,4,1997-09-29,1997-10-13,1997-10-03,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,True,Gourmet Lanchonetes,Campinas,Brazil,Margaret,Peacock
10686,PICCO,2,1997-09-30,1997-10-28,1997-10-08,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Andrew,Fuller
10687,HUNGO,9,1997-09-30,1997-10-28,1997-10-30,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Anne,Dodsworth
10688,VAFFE,4,1997-10-01,1997-10-15,1997-10-07,2,299.09,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,True,Vaffeljernet, rhus,Denmark,Margaret,Peacock
10689,BERGS,1,1997-10-01,1997-10-29,1997-10-07,2,13.42,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Nancy,Davolio
10690,HANAR,1,1997-10-02,1997-10-30,1997-10-03,1,15.8,Hanari Carnes,"Rua do Pa o, 67",Rio de Janeiro,RJ,05454-876,Brazil,True,Hanari Carnes,Rio de Janeiro,Brazil,Nancy,Davolio
10691,QUICK,2,1997-10-03,1997-11-14,1997-10-22,2,810.05,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Andrew,Fuller
10692,ALFKI,4,1997-10-03,1997-10-31,1997-10-13,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,True,Alfreds Futterkiste,Berlin,Germany,Margaret,Peacock
10693,WHITC,3,1997-10-06,1997-10-20,1997-10-10,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Janet,Leverling
10694,QUICK,8,1997-10-06,1997-11-03,1997-10-09,3,398.36,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Laura,Callahan
10695,WILMK,7,1997-10-07,1997-11-18,1997-10-14,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,True,Wilman Kala,Helsinki,Finland,Robert,King
10696,WHITC,8,1997-10-08,1997-11-19,1997-10-14,3,102.55,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Laura,Callahan
10697,LINOD,3,1997-10-08,1997-11-05,1997-10-14,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Janet,Leverling
10698,ERNSH,4,1997-10-09,1997-11-06,1997-10-17,1,272.47,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,True,Ernst Handel,Graz,Austria,Margaret,Peacock
10699,MORGK,3,1997-10-09,1997-11-06,1997-10-13,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,True,Morgenstern Gesundkost,Leipzig,Germany,Janet,Leverling
10700,SAVEA,3,1997-10-10,1997-11-07,1997-10-16,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Janet,Leverling
10701,HUNGO,6,1997-10-13,1997-10-27,1997-10-15,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Michael,Suyama
10702,ALFKI,4,1997-10-13,1997-11-24,1997-10-21,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,True,Alfreds Futterkiste,Berlin,Germany,Margaret,Peacock
10703,FOLKO,6,1997-10-14,1997-11-11,1997-10-20,2,152.3,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,True,Folk och f  HB,Br cke,Sweden,Michael,Suyama
10704,QUEEN,6,1997-10-14,1997-11-11,1997-11-07,1,4.78,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Michael,Suyama
10705,HILAA,9,1997-10-15,1997-11-12,1997-11-18,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,True,HILARION-Abastos,San Crist bal,Venezuela,Anne,Dodsworth
10706,OLDWO,8,1997-10-16,1997-11-13,1997-10-21,3,135.63,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,True,Old World Delicatessen,Anchorage,USA,Laura,Callahan
10707,AROUT,4,1997-10-16,1997-10-30,1997-10-23,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Margaret,Peacock
10708,THEBI,6,1997-10-17,1997-11-28,1997-11-05,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,True,The Big Cheese,Portland,USA,Michael,Suyama
10709,GOURL,1,1997-10-17,1997-11-14,1997-11-20,3,210.8,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,True,Gourmet Lanchonetes,Campinas,Brazil,Nancy,Davolio
10710,FRANS,1,1997-10-20,1997-11-17,1997-10-23,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,True,Franchi S.p.A.,Torino,Italy,Nancy,Davolio
10711,SAVEA,5,1997-10-21,1997-12-02,1997-10-29,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Steven,Buchanan
10712,HUNGO,3,1997-10-21,1997-11-18,1997-10-31,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Janet,Leverling
10713,SAVEA,1,1997-10-22,1997-11-19,1997-10-24,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Nancy,Davolio
10714,SAVEA,5,1997-10-22,1997-11-19,1997-10-27,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Steven,Buchanan
10715,BONAP,3,1997-10-23,1997-11-06,1997-10-29,1,63.2,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Janet,Leverling
10716,RANCH,4,1997-10-24,1997-11-21,1997-10-27,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,True,Rancho grande,Buenos Aires,Argentina,Margaret,Peacock
10717,FRANK,1,1997-10-24,1997-11-21,1997-10-29,2,59.25,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,True,Frankenversand,M nchen,Germany,Nancy,Davolio
10718,KOENE,1,1997-10-27,1997-11-24,1997-10-29,3,170.88,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,True,K niglich Essen,Brandenburg,Germany,Nancy,Davolio
10719,LETSS,8,1997-10-27,1997-11-24,1997-11-05,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,True,Let's Stop N Shop,San Francisco,USA,Laura,Callahan
10720,QUEDE,8,1997-10-28,1997-11-11,1997-11-05,2,9.53,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,True,Que Del cia,Rio de Janeiro,Brazil,Laura,Callahan
10721,QUICK,5,1997-10-29,1997-11-26,1997-10-31,3,48.92,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Steven,Buchanan
10722,SAVEA,8,1997-10-29,1997-12-10,1997-11-04,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Laura,Callahan
10723,WHITC,3,1997-10-30,1997-11-27,1997-11-25,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Janet,Leverling
10724,MEREP,8,1997-10-30,1997-12-11,1997-11-05,2,57.75,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,True,M re Paillarde,Montr al,Canada,Laura,Callahan
10725,FAMIA,4,1997-10-31,1997-11-28,1997-11-05,3,10.83,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,True,Familia Arquibaldo,Sao Paulo,Brazil,Margaret,Peacock
10726,EASTC,4,1997-11-03,1997-11-17,1997-12-05,1,16.56,Eastern Connection,35 King George,London,,WX3 6FW,UK,True,Eastern Connection,London,UK,Margaret,Peacock
10727,REGGC,2,1997-11-03,1997-12-01,1997-12-05,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,True,Reggiani Caseifici,Reggio Emilia,Italy,Andrew,Fuller
10728,QUEEN,4,1997-11-04,1997-12-02,1997-11-11,2,58.33,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,True,Queen Cozinha,Sao Paulo,Brazil,Margaret,Peacock
10729,LINOD,8,1997-11-04,1997-12-16,1997-11-14,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,True,LINO-Delicateses,I. de Margarita,Venezuela,Laura,Callahan
10730,BONAP,5,1997-11-05,1997-12-03,1997-11-14,1,20.12,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Steven,Buchanan
10731,CHOPS,7,1997-11-06,1997-12-04,1997-11-14,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,True,Chop-suey Chinese,Bern,Switzerland,Robert,King
10732,BONAP,3,1997-11-06,1997-12-04,1997-11-07,1,16.97,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Janet,Leverling
10733,BERGS,1,1997-11-07,1997-12-05,1997-11-10,3,110.11,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,True,Berglunds snabbk p,Lule ,Sweden,Nancy,Davolio
10734,GOURL,2,1997-11-07,1997-12-05,1997-11-12,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,True,Gourmet Lanchonetes,Campinas,Brazil,Andrew,Fuller
10735,LETSS,6,1997-11-10,1997-12-08,1997-11-21,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,True,Let's Stop N Shop,San Francisco,USA,Michael,Suyama
10736,HUNGO,9,1997-11-11,1997-12-09,1997-11-21,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,True,Hungry Owl All-Night Grocers,Cork,Ireland,Anne,Dodsworth
10737,VINET,2,1997-11-11,1997-12-09,1997-11-18,2,7.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,True,Vins et alcools Chevalier,Reims,France,Andrew,Fuller
10738,SPECD,2,1997-11-12,1997-12-10,1997-11-18,1,2.91,Sp cialit s du monde,"25, rue Lauriston",Paris,,75016,France,True,Sp cialit s du monde,Paris,France,Andrew,Fuller
10739,VINET,3,1997-11-12,1997-12-10,1997-11-17,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,True,Vins et alcools Chevalier,Reims,France,Janet,Leverling
10740,WHITC,4,1997-11-13,1997-12-11,1997-11-25,2,81.88,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,True,White Clover Markets,Seattle,USA,Margaret,Peacock
10741,AROUT,4,1997-11-14,1997-11-28,1997-11-18,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Margaret,Peacock
10742,BOTTM,3,1997-11-14,1997-12-12,1997-11-18,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,True,Bottom-Dollar Markets,Tsawassen,Canada,Janet,Leverling
10743,AROUT,1,1997-11-17,1997-12-15,1997-11-21,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,True,Around the Horn,London,UK,Nancy,Davolio
10744,VAFFE,6,1997-11-17,1997-12-15,1997-11-24,1,69.19,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,True,Vaffeljernet, rhus,Denmark,Michael,Suyama
10745,QUICK,9,1997-11-18,1997-12-16,1997-11-27,1,3.52,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,True,QUICK-Stop,Cunewalde,Germany,Anne,Dodsworth
10746,CHOPS,1,1997-11-19,1997-12-17,1997-11-21,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,True,Chop-suey Chinese,Bern,Switzerland,Nancy,Davolio
10747,PICCO,6,1997-11-19,1997-12-17,1997-11-26,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,True,Piccolo und mehr,Salzburg,Austria,Michael,Suyama
10748,SAVEA,3,1997-11-20,1997-12-18,1997-11-28,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Janet,Leverling
10749,ISLAT,4,1997-11-20,1997-12-18,1997-12-19,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,True,Island Trading,Cowes,UK,Margaret,Peacock
10750,WARTH,9,1997-11-21,1997-12-19,1997-11-24,1,79.3,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,True,Wartian Herkku,Oulu,Finland,Anne,Dodsworth
10751,RICSU,3,1997-11-24,1997-12-22,1997-12-03,3,130.79,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,True,Richter Supermarkt,Gen ve,Switzerland,Janet,Leverling
10752,NORTS,2,1997-11-24,1997-12-22,1997-11-28,3,1.39,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,True,North/South,London,UK,Andrew,Fuller
10753,FRANS,3,1997-11-25,1997-12-23,1997-11-27,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,True,Franchi S.p.A.,Torino,Italy,Janet,Leverling
10754,MAGAA,6,1997-11-25,1997-12-23,1997-11-27,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,True,Magazzini Alimentari Riuniti,Bergamo,Italy,Michael,Suyama
10755,BONAP,4,1997-11-26,1997-12-24,1997-11-28,2,16.71,Bon app',"12, rue des Bouchers",Marseille,,13008,France,True,Bon app',Marseille,France,Margaret,Peacock
10756,SPLIR,8,1997-11-27,1997-12-25,1997-12-02,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,True,Split Rail Beer & Ale,Lander,USA,Laura,Callahan
10757,SAVEA,6,1997-11-27,1997-12-25,1997-12-15,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,True,Save-a-lot Markets,Boise,USA,Michael,Suyama
10758,RICSU,3,1997-11-28,1997-12-26,1997-12-04,3,138.17,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,True,Richter Supermarkt,Gen ve,Switzerland,Janet,Leverling
10759,ANATR,3,1997-11-28,1997-12-26,1997-12-12,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constituci n 2222,M xico D.F.,,05021,Mexico,True,Ana Trujillo Emparedados y helados,M xico D.F.,Mexico,Janet,Leverling
10760,MAISD,4,1997-12-01,1997-12-29,1997-12-10,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,True,Maison Dewey,Bruxelles,Belgium,Margaret,Peacock
